;title;description;release_year;age_certification;runtime;genres;production_countries;imdb_score;imdb_votes;platform
6219;Buckjumping;Buckjumping is a cinematic journey through the soul of New Orleans. The film explores different communities as they express themselves through movement, painting a dynamic portrait of a city's spirituality, defiance and resourcefulness.;2018;Unknown;80;['documentation'];['US'];7.0;33.0;Amazon Prime
2993;Four Seasons Lodge;From the darkness of Hitler's Europe to the mountains of the Catskills, Four Seasons Lodge follows a community of Holocaust survivors who come together each summer to dance, cook, fight and flirt-and celebrate their survival.;2008;Unknown;97;['documentation'];['US'];7.0;154.0;Amazon Prime
6531;Only the Animals;A woman has disappeared. The day after a snowstorm, her car is found on a road leading to a plateau with nothing but a few scattered farms. The gendarmes have nothing to go on, while five individuals well know they have something to do with the woman's disappearance. They all keep their secrets to themselves, but no one suspects that the whole story began far from these windswept wintry peaks: on another continent, in the burning sun, where poverty doesn't stop desire from taking the law into its own hands.;2019;Unknown;116;['drama', 'thriller', 'crime'];['DE', 'FR'];7.0;5389.0;Amazon Prime
6578;Herself;Struggling to provide her daughters with a safe, happy home, Sandra decides to build one - from scratch. Using all her ingenuity to make her ambitious dream a reality, Sandra draws together a community to lend a helping hand to build her house and ultimately recover her own sense of self.;2020;R;97;['drama'];['IE', 'GB'];7.0;3214.0;Amazon Prime
6588;Missing 411: The Hunted;Hunters have disappeared from wildlands without a trace for hundreds of years. David Paulides presents the haunting true stories of hunters experiencing the unexplainable in the woods of North America.;2019;Unknown;97;['documentation'];['US'];7.0;1732.0;Amazon Prime
87;College;Brilliant in his studies and dismissive of athletics, Ronald finishes high school at the top of his class. But in college his uptight attitude doesn't win him any points with his sports-loving classmates, and pretty coed Mary ignores him in favor of brutish jock Jeff. Hoping to impress Mary, Ronald makes a buffoon of himself at every sport imaginable.;1927;Unknown;66;['comedy', 'drama', 'sport'];['US'];7.0;4836.0;Amazon Prime
84;Impact;After surviving a murder attempt, an auto magnate goes into hiding so his wife can pay for the crime.;1949;Unknown;111;['thriller', 'crime', 'drama'];['US'];7.0;3809.0;Amazon Prime
6816;My Good Chinese Countrymen;My Good Chinese Countrymen tells a story about a struggling American writer who goes to China's far remote countryside to be a farmer-teacher.;2019;Unknown;80;['drama'];['US', 'CN'];7.0;9.0;Amazon Prime
6782;Pacto de Fuga;"During the last years of Pinochet's military regime,  a group of militants from the ""Manuel Rodríguez Patriotic Front"" plan a prison break of political prisoners, through a tunnel that will take them 18 months to dig.";2020;PG;138;['drama', 'thriller', 'action'];['CL'];7.0;2022.0;Amazon Prime
6777;Sing Me a Song;As the Internet finally arrives in tiny Bhutan, documentarian Thomas Balmès is there to witness its transformative impact on a young Buddhist monk whose initial trepidation gives way to profound engagement with the technology.;2020;Unknown;99;['documentation'];['CH', 'FR', 'DE'];7.0;165.0;Amazon Prime
6705;Loopers: The Caddie's Long Walk;Filmmaker Jason Baffa examines the personal bonds and dynamic relationships that form between golfers and caddies.;2019;PG;80;['documentation', 'sport'];['US'];7.0;127.0;Amazon Prime
15550;Ferry;Before he built a drug empire, Ferry Bouman returns to his hometown on a revenge mission that finds his loyalty tested — and a love that alters his life.;2021;Unknown;106;['drama', 'action', 'crime', 'thriller'];['BE', 'NL'];7.0;10900.0;Netflix
6606;Come As You Are;Three young men with disabilities embark on a road trip to a brothel in Montreal catering to people with special needs to lose their virginity and embrace their independence. Inspired by a true story and remake of the Belgian film Hasta La Vista;2020;Unknown;104;['drama', 'comedy'];['US'];7.0;2898.0;Amazon Prime
2390;Gamera 2: Attack of Legion;"A strange meteor lands in Japan and unleashes hundreds of insect-like ""Legion"" creatures bent on colonizing the Earth. When the military fails to control the situation, Gamera shows up to deal with the ever-evolving space adversary. However the battle may result in Gamera losing his bond with both Asagi and humanity.";1996;Unknown;99;['drama', 'fantasy', 'scifi', 'action'];['JP'];7.0;2607.0;Amazon Prime
8079;Amarração do Amor;Bebel and Lucas just want a simple wedding, but the differences between their families make everything seem difficult. Lucas' parents are Umbandists, while Bebel's parents are from a traditional Jewish family. Each family has their own plans and will try to convince the couple of how the ceremony should take place.;2021;Unknown;81;['comedy'];['BR'];7.0;94.0;Amazon Prime
14849;Los Tigres del Norte at Folsom Prison;The band Los Tigres del Norte visit both the male and female inmates of Folsom Prison. Inmates share their stories and how the music of Los Tigres del Norte speaks to them.;2019;Unknown;64;['documentation', 'music'];['US'];7.0;174.0;Netflix
9366;Step;The senior year of a girls’ high school step team in inner-city Baltimore is documented, as they try to become the first in their families to attend college. The girls strive to make their dancing a success against the backdrop of social unrest in their troubled city.;2017;PG;83;['documentation', 'drama'];['US'];7.0;912.0;Disney+
9360;Ghost of the Mountains;Disneynature's international team of filmmakers travel to the mountains of China to find and film the elusive snow leopard on the highest plateau on Earth, while enduring brutal weather and unsettled terrain.;2017;G;78;['documentation'];['US'];7.0;278.0;Disney+
9351;Ralph Breaks the Internet;Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, Sugar Rush. In way over their heads, Ralph and Vanellope rely on the citizens of the internet — the netizens — to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.;2018;PG;113;['comedy', 'thriller', 'drama', 'animation', 'family', 'fantasy', 'scifi'];['US'];7.0;151237.0;Disney+
9344;Ant-Man and the Wasp;Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.;2018;PG-13;119;['scifi', 'action', 'comedy'];['US'];7.0;378592.0;Disney+
2384;Stonewall;A group of homosexual people try to live with dignity and self-respect while events build to the opening battle in the major gay rights movement.;1995;PG;99;['comedy', 'drama', 'romance'];['GB', 'US'];7.0;1642.0;Amazon Prime
14897;Dance Dreams: Hot Chocolate Nutcracker;"This documentary spotlights Debbie Allen's career and follows her group of dance students as they prepare for Allen's annual ""Hot Chocolate Nutcracker,"" a reimagining of the classic ballet.";2020;Unknown;80;['documentation', 'family'];['US'];7.0;341.0;Netflix
5503;Eye of the Beholder: The Art of Dungeons & Dragons;A documentary that explores the history & stories behind the art that helped create the world's most popular role playing game. The movie profiles artists - both past & present - & features former company insiders, game designers, authors, & fans.;2018;PG;91;['documentation'];['US'];7.0;227.0;Amazon Prime
2151;Independence Day;On July 2, a giant alien mothership enters orbit around Earth and deploys several dozen saucer-shaped 'destroyer' spacecraft that quickly lay waste to major cities around the planet. On July 3, the United States conducts a coordinated counterattack that fails. On July 4, a plan is devised to gain access to the interior of the alien mothership in space, in order to plant a nuclear missile.;1996;PG-13;145;['scifi', 'action'];['US'];7.0;562806.0;Amazon Prime
5514;Snapshots;Rose spends her days fishing near the beautiful lake house she’s called home for 50 years. She’s not getting any younger and her daughter Patti worries about Rose being all alone, but the stubborn matriarch will not sell. There are memories here that she doesn’t want to leave. These come flooding back one weekend during a visit from Patti and granddaughter Allison, when a long-forgotten roll of film reminds Rose of the summer she met and fell in love with the bold and beautiful Louise.;2018;Unknown;95;['drama', 'documentation'];['US'];7.0;1934.0;Amazon Prime
9181;Secret of the Wings;Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.;2012;G;92;['fantasy', 'family', 'animation'];['IN', 'US'];7.0;12138.0;Disney+
3111;Amish Grace;When a gunman killed five Amish children and injured five others in a Nickel Mines, Pennsylvania schoolhouse shooting in October of 2006, the world media attention rapidly turned from the tragic events to the extraordinary forgiveness demonstrated by the Amish community.;2010;Unknown;89;['drama'];['US'];7.0;1880.0;Amazon Prime
9447;Penguins;The story of Steve, an Adélie penguin, on a quest to find a life partner and start a family. When Steve meets with Wuzzo the emperor penguin they become friends. But nothing comes easy in the icy Antarctic.;2019;G;76;['documentation', 'family'];['AU'];7.0;1642.0;Disney+
9476;Notre Dame: Race Against the Inferno;On April 15, 2019 600 firefighters of the Paris Fire Brigade fought for over 7 hours to save the Notre Dame Cathedral from fire. In this stunning documentary, witness firefighters testimonies as they struggle to wage war. Looking to save the massive building from flames and save the relics inside, not only for Paris but for this structure that serves as a symbol of Paris for the world.;2019;Unknown;44;['documentation', 'drama'];['FR', 'GB'];7.0;5.0;Disney+
